row_id,person_id,name,description,birth_date
people_361,Q1018752,Xiaoshenyang,Chinese actor,1981-05-07T00:00:00Z
people_362,Q101886665,Carla Sehn,Swedish actress,1994-08-01T00:00:00Z
people_363,Q101888,Marie Zielcke,German actress,1979-02-03T00:00:00Z
people_364,Q101944541,Waldemar Schleicher,screenwriter,
people_365,Q101945430,Matthias Schneemann,screenwriter,
people_366,Q101945737,Matthias John,,
people_367,Q101966,Luis Bermejo,illustrator (1931–2015),1931-08-12T00:00:00Z
people_368,Q101977239,Aamu Milonoff,Finnish actor,2000-08-13T00:00:00Z
people_369,Q101995592,Han Yan,"Chinese film director, screenwriter",1986-11-16T00:00:00Z
people_370,Q101996,Vivian Naefe,German film director,1956-07-21T00:00:00Z
people_371,Q102011,Clemens Hasse,actor (1908-1959),1908-04-13T00:00:00Z
people_372,Q102012844,Jack Devnarain,South African actor,1971-02-09T00:00:00Z
people_373,Q102020440,Miloud Mourad Benamara,Algerian-Italian actor,1977-10-28T00:00:00Z
people_374,Q102046071,Bruce Huard,French Canadian singer,1947-01-01T00:00:00Z
people_375,Q102047774,Chucho E. Quintero,Mexican film director,1989-04-26T00:00:00Z
people_376,Q1020665,Bülent Akıncı,Turkish-German film director and screenwriter (born 1967),1967-03-10T00:00:00Z
people_377,Q102066580,Marie Kružíková,,1987-09-23T00:00:00Z
people_378,Q102072905,Valentina Mazunina,Russian actress,1988-04-19T00:00:00Z
people_379,Q102076663,Memry Savanhu,Zimbabwe-born Nollywood actor & entrepreneur (1980-),1980-04-01T00:00:00Z
people_380,Q102077594,Hanna Chojnacka,Polish actress,1964-09-26T00:00:00Z
people_381,Q102077697,Sergio Grammatico,actor,
people_382,Q102077705,Fabio Giubbani,actor,
people_383,Q102098,Moon Geun-young,South Korean actress,1987-05-06T00:00:00Z
people_384,Q102109331,Tereza Groszmannová,Czech actress,1974-07-29T00:00:00Z
people_385,Q102113270,Isabelle Giroux,actress,
people_386,Q102119167,Lola Moltó,,
people_387,Q102124,Sigourney Weaver,American actress (born 1949),1949-10-08T00:00:00Z
people_388,Q102136150,Yolanda Kettle,English actress,1988-01-01T00:00:00Z
people_389,Q102140583,Agnes Delachair,actress,
people_390,Q102157864,Caitlin Stryker,actress,1984-10-10T00:00:00Z
people_391,Q102175155,Michel Rosenzweig,Philosopher,1954-01-01T00:00:00Z
people_392,Q102176406,Hervé Sogne,actor,
people_393,Q1022020,Tetsuya Makita,Japanese actor,1984-06-07T00:00:00Z
people_394,Q1022023,Yukari Tamura,Japanese singer and voice actress (born 1976),1976-02-27T00:00:00Z
people_395,Q1022032,Sota Aoyama,Japanese actor,1979-09-17T00:00:00Z
people_396,Q1022042,Atsuko Asano,Japanese actress,1961-03-04T00:00:00Z
people_397,Q1022186,Kōhei Murakami,"Japanese actor, born 1976",1976-06-01T00:00:00Z
people_398,Q102222119,Jan Foukal,,1979-08-11T00:00:00Z
people_399,Q102245209,Christopher McDonald,"talent booker, producer and actor, born 1976",1976-11-21T00:00:00Z
people_400,Q102246556,Yōji Minagawa,Japanese actor,1987-10-23T00:00:00Z
people_401,Q102246948,Sōma Santoki,Japanese actor,2005-06-06T00:00:00Z
people_402,Q102248461,Agáta Červinková,,1993-03-24T00:00:00Z
people_403,Q102270646,Tomáš Racek,,1974-02-12T00:00:00Z
people_404,Q102270998,Cristina Draghici-Nielsen,Ph.D. Washington University in St. Louis 2003,
people_405,Q102271759,Emma Seligman,Canadian film director and screenwriter,1995-05-03T00:00:00Z
people_406,Q102275,Maja Classen,German film director,1974-12-28T00:00:00Z
people_407,Q102282222,Marcel Barion,German film director and screenwriter,
people_408,Q102289477,Michaella Russell,South African actress,1992-04-16T00:00:00Z
people_409,Q102314972,Oliver Vyskočil,Czech actor,2012-12-06T00:00:00Z
people_410,Q102315007,Ondřej Bauer,Czech actor,1984-10-01T00:00:00Z
people_411,Q102315124,Anna Bubníková,Czech actress,1982-01-01T00:00:00Z
people_412,Q102315151,Lubor Šplíchal,Czech actor,1970-06-15T00:00:00Z
people_413,Q102315179,Ján Bavala,Czech actor,1989-10-17T00:00:00Z
people_414,Q102315198,Maria Pavlovová,Czech actress,1995-01-06T00:00:00Z
people_415,Q102315292,Jan Fiala,Czech actor,1967-12-27T00:00:00Z
people_416,Q102317062,Markéta Krejčová,Czech actress,1987-07-07T00:00:00Z
people_417,Q102317107,Josefína Krycnerová,Czech actress,2011-05-10T00:00:00Z
people_418,Q102317186,Marta Dancingerová,Czech actress,1991-09-26T00:00:00Z
people_419,Q102317202,Marcela Holubcová,Czech actress,1969-05-10T00:00:00Z
people_420,Q102317221,Petr Lněnička,Czech actor,1979-07-20T00:00:00Z
people_421,Q102317600,Roman Mrázik,Czech actor,1969-12-22T00:00:00Z
people_422,Q102318036,Petr Zahrádka,Czech film director,1974-11-26T00:00:00Z
people_423,Q102318086,Daniel Volný,Czech actor,1984-03-28T00:00:00Z
people_424,Q102318136,Vilma Frantová,Czech actress,1981-03-12T00:00:00Z
people_425,Q102318214,Svätopluk Malachovský,"Slovak singer, actor, presenter, humorist, screenwriter and director",1972-05-20T00:00:00Z
people_426,Q102318404,Petra Lorencová,Czech actress,1986-07-26T00:00:00Z
people_427,Q102318458,Viera Pavlíková,Slovak actress,1943-10-22T00:00:00Z
people_428,Q102318502,Jakub Burýšek,Czech actor,1996-02-22T00:00:00Z
people_429,Q102318542,Jakub Gogál,Slovak actor,1985-05-20T00:00:00Z
people_430,Q102318689,Michal Ďuriš,Slovak actor,1964-07-08T00:00:00Z
people_431,Q102318820,Marek Pospíchal,Czech actor,1977-10-26T00:00:00Z
people_432,Q102332,Katharina Müller-Elmau,Argentine-born German actress,1965-09-13T00:00:00Z
people_433,Q102333941,Q102333941,Czech actor,1974-07-30T00:00:00Z
people_434,Q102334243,Maciej Kubica,Polish actor,1967-12-16T00:00:00Z
people_435,Q102334345,Józef Stefański,Polish actor,1949-06-04T00:00:00Z
people_436,Q102334494,Matěj Havelka,Czech actor,2005-05-27T00:00:00Z
people_437,Q102335884,Jitka Jirsová,Czech actress,1989-07-28T00:00:00Z
people_438,Q102336034,Q102336034,Czech actor,2006-05-28T00:00:00Z
people_439,Q102336808,Patrik Paušo,Czech actor,1999-04-01T00:00:00Z
people_440,Q102337213,Adriana Bajtková,Czech actress,1989-05-07T00:00:00Z
people_441,Q102337230,Q102337230,Czech actor,1970-11-01T00:00:00Z
people_442,Q102337270,Q102337270,Czech actor,1997-04-06T00:00:00Z
people_443,Q102337288,Milan Chára,Czech actor,1966-01-01T00:00:00Z
people_444,Q102337308,Q102337308,Czech actress,1999-07-31T00:00:00Z
people_445,Q102337330,Michal Milbauer,Czech actor,1975-07-31T00:00:00Z
people_446,Q102337365,Lola Hrabovská,Czech actress,1987-07-20T00:00:00Z
people_447,Q102337396,Agáta Zimová,Czech actress,2001-03-05T00:00:00Z
people_448,Q102337610,Petr Cemper,Czech actor,2003-06-06T00:00:00Z
people_449,Q102337742,Sylvie Krupanská,Czech actress,1979-01-01T00:00:00Z
people_450,Q102337783,Ernesto Čekan,Czech actor,1972-08-31T00:00:00Z
people_451,Q102338984,Matt Rogers,American comedian,1990-03-06T00:00:00Z
people_452,Q102341,Farrah Fawcett,American actress (1947–2009),1947-02-02T00:00:00Z
people_453,Q102341817,Jerónimo Bosia,Argentinian actor,1996-03-15T00:00:00Z
people_454,Q102346080,Petr Panzenberger,Czech actor,1985-09-03T00:00:00Z
people_455,Q102346092,Zuzana Truplová,Czech actress,1990-11-19T00:00:00Z
people_456,Q102346114,Kateřina Pindejová,Czech actress,1967-12-06T00:00:00Z
people_457,Q102346130,Pavel Lagner,Czech actor,1966-05-05T00:00:00Z
people_458,Q102346143,Jessica Bechyňová,Czech actress,1994-10-28T00:00:00Z
people_459,Q102346205,Roman Vejdovec,,1975-01-01T00:00:00Z
people_460,Q102346226,Jana Radojčičová,Czech actress,1957-02-04T00:00:00Z
people_461,Q102346262,Josef Hervert,Czech actor,1975-01-01T00:00:00Z
people_462,Q102346295,Jarmila Vychodilová,Czech actress,1947-01-11T00:00:00Z
people_463,Q102346310,Zdeněk Košata,Czech actor,1951-01-19T00:00:00Z
people_464,Q102348017,Antoine DesRochers,Canadian actor,1997-02-03T00:00:00Z
people_465,Q102349718,Ivan Sochor,Czech actor,1966-06-05T00:00:00Z
people_466,Q102349756,Q102349756,Czech actress,1971-01-30T00:00:00Z
people_467,Q102349765,Isabela Moravcová,Czech actress,1991-07-07T00:00:00Z
people_468,Q102350071,Adam Vacula,Czech actor,1987-10-19T00:00:00Z
people_469,Q102350107,Václav Legner,Czech actor,1955-01-24T00:00:00Z
people_470,Q102350164,Sylva Legnerová,Czech actress,1952-03-05T00:00:00Z
people_471,Q102350268,Jakub Grafnetr,Czech actor,1991-07-23T00:00:00Z
people_472,Q102350288,Miroslav Cipra,Czech actor,1972-04-25T00:00:00Z
people_473,Q102350415,Jindřich Žampa,Czech actor,1999-05-03T00:00:00Z
people_474,Q102350436,Q102350436,Czech actor,2002-07-04T00:00:00Z
people_475,Q102350453,Simona Vrbická,Czech actress,1965-09-29T00:00:00Z
people_476,Q102350557,Lukáš Jurek,Czech actor,1972-03-03T00:00:00Z
people_477,Q102350630,Michal Kern,Czech actor,1979-07-25T00:00:00Z
people_478,Q102350689,Amélie Pokorná Zedníčková,Czech actress,2004-11-08T00:00:00Z
people_479,Q102350727,Aleksandr Minajev,Russian actor,1967-04-10T00:00:00Z
people_480,Q102350761,Ivo Theimer,Czech actor,1975-05-01T00:00:00Z
people_481,Q102355520,Ondřej Dvořák,,1992-03-30T00:00:00Z
people_482,Q102356749,Zbyšek Humpolec,,1989-01-28T00:00:00Z
people_483,Q102361000,Josef Láska,Czech actor,1993-03-04T00:00:00Z
people_484,Q102361027,Tereza Sochorová,Czech actress,1978-04-18T00:00:00Z
people_485,Q102361067,Helena Karochová,Czech actress,1968-03-25T00:00:00Z
people_486,Q102361092,Tereza Nekudová,Czech actress,1979-02-05T00:00:00Z
people_487,Q102361145,Martin Espandr,Czech actor,1976-01-01T00:00:00Z
people_488,Q102361180,Josef Kuhn,Czech actor,1960-12-06T00:00:00Z
people_489,Q102361201,Q102361201,,1991-02-12T00:00:00Z
people_490,Q102361359,Zdeněk Tomeš,Czech actor,1954-08-02T00:00:00Z
people_491,Q102361411,Samuel Gyertyák,Czech actor,2002-07-03T00:00:00Z
people_492,Q102361446,Petr Pěknic,Czech actor,1976-01-01T00:00:00Z
people_493,Q102361537,Eliáš Vyskočil,Czech actor,2008-02-14T00:00:00Z
people_494,Q102361677,František Skopal,Czech actor,1982-12-30T00:00:00Z
people_495,Q102361703,Eva Reiterová,Czech actress,1958-01-24T00:00:00Z
people_496,Q102361716,Vladimír Čema,,1985-01-01T00:00:00Z
people_497,Q102361740,Q102361740,,1961-01-09T00:00:00Z
people_498,Q102361920,Barbara Chybová,Czech actress,1982-03-02T00:00:00Z
people_499,Q102361991,Martin Davídek,Czech actor,1975-12-16T00:00:00Z
people_500,Q102362025,Slávek Bílský,Czech actor,1977-12-03T00:00:00Z
people_501,Q102362046,Q102362046,Czech actor,1973-04-12T00:00:00Z
people_502,Q102362084,Tomáš Havlínek,Czech actor,1992-06-30T00:00:00Z
people_503,Q102362299,Denny Ratajský,Czech actor,1980-02-25T00:00:00Z
people_504,Q102362438,Pavel Handl,Czech actor,1942-11-01T00:00:00Z
people_505,Q102362478,Jennifer Baluchová,Czech actress,2002-04-22T00:00:00Z
people_506,Q102362594,Pavel Richta,Czech actor,1982-05-27T00:00:00Z
people_507,Q102362653,Ezy Hýbl,Czech actor,1987-04-09T00:00:00Z
people_508,Q102362670,Julie Šurková,Czech actress,1992-09-11T00:00:00Z
people_509,Q102362894,Evženie Pfeifferová,Czech actress,1988-12-19T00:00:00Z
people_510,Q102362961,Jan Unger,Czech actor,1956-02-26T00:00:00Z
people_511,Q102363019,Michaela Klenková,Czech actress,1974-01-01T00:00:00Z
people_512,Q102363060,Michal Blaško,Slovak film director,1989-08-30T00:00:00Z
people_513,Q102363086,Kamila Trnková,Czech actress,1991-07-03T00:00:00Z
people_514,Q102363106,Johana Matouskova,Czech actress,1988-05-04T00:00:00Z
people_515,Q102395452,Steve Cumyn,Canadian actor,
people_516,Q102395543,Michael Gordin Shore,Canadian actor,
people_517,Q102396772,Jana Janovská,Czech actress,1928-06-16T00:00:00Z
people_518,Q102422841,Barbora Milotová,Czech photographer and actor,1976-09-26T00:00:00Z
people_519,Q102422870,Andrea Berecková,Czech actress,1994-11-04T00:00:00Z
people_520,Q102422895,Jiří Bábek,Czech actor,1965-07-11T00:00:00Z
people_521,Q102426281,Marcus Garvey,"British actor known for Hijack, Fool Me Once, Eurovision Song Contest, Four Lions, and Broadchurch",1976-01-01T00:00:00Z
people_522,Q102427803,František Jílek,actor and director,1976-08-23T00:00:00Z
people_523,Q102427840,Karel Wiencek,Czech actor,1988-01-01T00:00:00Z
people_524,Q102427865,Eduard Jenický,Czech actor,1969-01-01T00:00:00Z
people_525,Q102427898,Andrej Polák,Slovak actor,1979-05-22T00:00:00Z
people_526,Q102427947,Zuzana Konečná,Slovak actress,1985-02-11T00:00:00Z
people_527,Q102428005,Vojtěch Magnusek,Czech actor,2005-01-01T00:00:00Z
people_528,Q102428052,Q102428052,Czech actress,2001-09-23T00:00:00Z
people_529,Q102428086,Kristina Sitková,Czech actress,1987-09-02T00:00:00Z
people_530,Q102428100,Q102428100,Russian actor,1961-10-31T00:00:00Z
people_531,Q102428351,Václav Veselý,Czech actor,1993-11-08T00:00:00Z
people_532,Q102428370,Hana Malaníková,Czech actress,1978-01-01T00:00:00Z
people_533,Q102428432,Dan Pánek,Czech actor,1988-01-21T00:00:00Z
people_534,Q102428550,Q102428550,Czech actor,2004-01-29T00:00:00Z
people_535,Q102428562,Martin Dusbaba,Czech actor,1976-04-10T00:00:00Z
people_536,Q102428593,Jan Vápeník,Czech actor,1978-06-18T00:00:00Z
people_537,Q102428616,Jiří Racek,Czech actor,1976-03-11T00:00:00Z
people_538,Q102450,Axel Prahl,German actor,1960-03-26T00:00:00Z
people_539,Q102480,Oliver Kalkofe,German comedian and actor,1965-09-12T00:00:00Z
people_540,Q102530,Gerd Böckmann,actor,1944-01-11T00:00:00Z
people_541,Q102551,Ernest Borgnine,American actor (1917–2012),1917-01-24T00:00:00Z
people_542,Q1026018,Caitlin Keats,American actress,1972-09-26T00:00:00Z
people_543,Q102606,Steffen Jürgens,German actor and film director,1967-07-27T00:00:00Z
people_544,Q10261153,Cosme dos Santos,Brazilian actor,1955-09-20T00:00:00Z
people_545,Q10261682,Cristina Mutarelli,Brazilian actress,1955-12-29T00:00:00Z
people_546,Q10261684,Cristina Pereira,Brazilian actress,1949-08-09T00:00:00Z
people_547,Q10261727,Cristóvão Campos,Portuguese actor,1984-05-31T00:00:00Z
people_548,Q10262015,Crystal Ray,American pornographic actress,1982-08-28T00:00:00Z
people_549,Q10262780,Cyria Coentro,Brazilian actress,1966-04-14T00:00:00Z
people_550,Q10262855,Carmen Santos,Portuguese-born Brazilian actress and film producer,1904-06-08T00:00:00Z
people_551,Q10263107,César Cardadeiro,Brazilian actor,1990-03-21T00:00:00Z
people_552,Q102632704,Suhail Dabbach,Iraqi American actor,1965-01-01T00:00:00Z
people_553,Q10263713,Dagomir Marquezi,Brazilian journalist,1953-03-07T00:00:00Z
people_554,Q10263920,Daniel Boaventura,"Brazilian recording artist, musician and actor",1970-05-19T00:00:00Z
people_555,Q10263934,Daniel Dantas,Brazilian actor,1954-06-28T00:00:00Z
people_556,Q10264013,Daniel Zettel,Brazilian actor,1984-05-01T00:00:00Z
people_557,Q102642,Diane Keaton,American actress and film director (1946–2025),1946-01-05T00:00:00Z
people_558,Q10264760,Defrancesca Gallardo,Czech pornographic actress,1988-11-15T00:00:00Z
people_559,Q10265097,Denise Weinberg,Brazilian actress,1965-04-26T00:00:00Z
people_560,Q1026528,Katia Winter,Swedish actress,1983-10-13T00:00:00Z
people_561,Q10266191,Diegho Kozievitch,Brazilian actor,1986-11-19T00:00:00Z
people_562,Q10266373,Dimitri Baveas,actor,1988-06-29T00:00:00Z
people_563,Q102672,Christine Neubauer,German actress and writer,1962-06-24T00:00:00Z
people_564,Q102678,Andreas Schmidt,German actor and director (1963-2017),1963-11-23T00:00:00Z
people_565,Q10268976,Duda Mamberti,Brazilian actor,1966-01-01T00:00:00Z
people_566,Q10268991,Dudu Azevedo,Brazilian actor,1978-01-07T00:00:00Z
people_567,Q10269242,Débora Duboc,Brazilian actress,1965-05-04T00:00:00Z
people_568,Q10270704,Eduardo Lago,Brazilian actor,1958-08-31T00:00:00Z
people_569,Q10270721,Eduardo Mancini,Brazilian actor,1960-12-20T00:00:00Z
people_570,Q10270731,Eduardo Melo,Brazilian actor,1997-03-06T00:00:00Z
people_571,Q10270797,Eduardo Tornaghi,Brazilian actor,1952-09-26T00:00:00Z
people_572,Q102709,Jörg Moukaddam,German actor,1967-04-04T00:00:00Z
people_573,Q102711,Dennis Hopper,American actor and film director (1936–2010),1936-05-17T00:00:00Z
people_574,Q1027167,Callard Harris,American actor,2000-01-01T00:00:00Z
people_575,Q10271841,Eliane Caffé,Brazilian film director,1961-01-01T00:00:00Z
people_576,Q10271864,Elias Gleizer,Brazilian actor,1934-01-04T00:00:00Z
people_577,Q10272017,Elmano Sancho,Portuguese actor,1982-09-15T00:00:00Z
people_578,Q10272044,Eloi Pires Ferreira,Brazilian film director,
people_579,Q10272400,Emiliano Queiroz,Brazilian actor,1938-09-28T00:00:00Z
people_580,Q10272402,Emiliano Ruschel,Brazilian actor,1980-01-01T00:00:00Z
people_581,Q10272628,Emílio Orciollo Netto,Brazilian actor,1974-01-15T00:00:00Z
people_582,Q10273606,Erik de Castro,,
people_583,Q1027443,Sean Keenan,Australian actor,1993-01-18T00:00:00Z
people_584,Q1027475,Homayoun Ershadi,Iranian actor (1947–2025),1947-03-26T00:00:00Z
people_585,Q1027551,Nash Edgerton,Australian film director,1973-01-19T00:00:00Z
people_586,Q1027698,Cal Johnson,American stunt performer,1958-10-16T00:00:00Z
people_587,Q10277868,Etty Fraser,Brazilian actress (1931—2018),1931-05-08T00:00:00Z
people_588,Q10277980,Eucir de Souza,Brazilian actor,1970-05-24T00:00:00Z
people_589,Q10278473,Everaldo Pontes,Brazilian actor,1955-08-08T00:00:00Z
people_590,Q1027855,Toni Ribas,Spanish pornographic film director and actor,1975-06-13T00:00:00Z
people_591,Q1027899,Cam Archer,American photographer and filmmaker,1981-01-01T00:00:00Z
people_592,Q1027913,Cam Neely,Canadian ice hockey player,1965-06-06T00:00:00Z
people_593,Q102794742,Václav Marhold,Czech actor,1993-01-01T00:00:00Z
people_594,Q102795231,Q102795231,Czech actor,1996-07-26T00:00:00Z
people_595,Q102797257,Kateřina Bláhová,Czech actress,1996-01-22T00:00:00Z
people_596,Q102802205,Q102802205,Czech actor,2011-08-09T00:00:00Z
people_597,Q10280286,Železný Zekon,athlete and actor,1960-09-07T00:00:00Z
people_598,Q10280330,Fausto Maule,Brazilian actor,1973-06-23T00:00:00Z
people_599,Q102805269,Petra Johansson,Czech actress,1972-06-06T00:00:00Z
people_600,Q102806011,Q102806011,Czech actress,1973-04-29T00:00:00Z
people_601,Q102807153,Petr Polák,Czech actor,1978-12-27T00:00:00Z
people_602,Q10280972,Felipe Camargo,Brazilian actor,1960-08-01T00:00:00Z
people_603,Q10280980,Felipe Ehrenberg,Mexican artist (1943-2017),1943-06-27T00:00:00Z
people_604,Q10280985,Felipe Kannenberg,Brazilian actor,
people_605,Q10281007,Felipe Rocha,Brazilian actor,1972-02-04T00:00:00Z
people_606,Q10281160,Fernanda Andrade,Brazilian actress,1984-03-08T00:00:00Z
people_607,Q10281196,Fernanda Souza,Brazilian TV host,1984-06-18T00:00:00Z
people_608,Q10281216,Fernando Acaso,Spanish actor,1963-11-28T00:00:00Z
people_609,Q10281228,Fernando Alves Pinto,Brazilian actor,1969-05-06T00:00:00Z
people_610,Q10281287,Fernando Caruso,Brazilian actor,1981-03-24T00:00:00Z
